timestamp,NEES
1403636584.4635556,59.77563149456859
1403636584.5135555,47.26742182755829
1403636584.5635555,41.78780423594074
1403636584.6135554,37.69600049366615
1403636584.6635554,41.090552616287724
1403636584.7135556,48.23523574310644
1403636584.7635555,59.11019225905437
1403636584.8135555,73.76830306867947
1403636584.8635554,89.86027180382133
1403636584.9135554,106.09222841384633
1403636584.9635556,88.67137470115763
1403636585.0135555,83.94530763504355
1403636585.0635555,79.39144659444678
1403636585.1135554,74.51015992076739
1403636585.1635554,69.57327644448266
1403636585.2135556,66.28581002682225
1403636585.2635555,61.56803295326544
1403636585.3135555,57.67495981145633
1403636585.3635554,55.28749831160707
1403636585.4135554,52.09100329116135
1403636585.4635556,119.73256675738682
1403636585.5135555,108.02371833020467
1403636585.5635555,97.44569840251737
1403636585.6135554,90.12085605836305
1403636585.6635554,85.91001393567967
1403636585.7135556,86.34200478281375
1403636585.7635555,101.83829746289292
1403636585.8135555,107.5710517949051
1403636585.8635554,112.35652400969354
1403636585.9135554,116.84145159972715
1403636585.9635556,120.14589332527113
1403636586.0135555,122.23768988083941
1403636586.0635555,122.7830847543822
1403636586.1135554,124.1184502809852
1403636586.1635554,125.60837053498449
1403636586.2135556,128.8208109854893
1403636586.2635555,132.11548543263885
1403636586.3135555,135.83978256577825
1403636586.3635554,140.16476388919722
1403636586.4135554,143.57467469438404
1403636586.4635556,143.5888624372951
1403636586.5135555,145.68363976212424
1403636586.5635555,147.87872945680206
1403636586.6135554,146.32558039179136
1403636586.6635554,138.8661165410716
1403636586.7135556,134.05110397145444
1403636586.7635555,125.35800082642851
1403636586.8135555,118.277848376289
1403636586.8635554,108.92686907905545
1403636586.9135554,103.90937633779826
1403636586.9635556,96.34657626410272
1403636587.0135555,91.83563250529069
1403636587.0635555,88.54420685326001
1403636587.1135554,87.35770445818427
1403636587.1635554,85.13672892840258
1403636587.2135556,84.18766246159674
1403636587.2635555,82.66707250344075
1403636587.3135555,80.61468222809016
1403636587.3635554,77.95129458756878
1403636587.4135554,75.2763232596663
1403636587.4635556,73.47047111070891
1403636587.5135555,71.71203603389344
1403636587.5635555,70.19496370486621
1403636587.6135554,68.71551655614488
1403636587.6635554,71.41159758407002
1403636587.7135556,68.30447310140644
1403636587.7635555,73.20056787494661
1403636587.8135555,67.56391666887453
1403636587.8635554,66.63598269303722
1403636587.9135554,70.35233857050707
1403636587.9635556,62.01656906917854
1403636588.0135555,58.77585232872662
1403636588.0635555,54.81940851798162
1403636588.1135554,50.57280937309132
1403636588.1635554,45.96692145841964
1403636588.2135556,41.25748154006675
1403636588.2635555,36.02223933590338
1403636588.3135555,31.98246892283533
1403636588.3635554,30.023491970526955
1403636588.4135554,24.74397842187063
1403636588.4635556,21.743268133622887
1403636588.5135555,19.662732186865057
1403636588.5635555,17.195194269779304
1403636588.6135554,14.292688108199474
1403636588.6635554,12.82191975521258
1403636588.7135556,12.367217514930028
1403636588.7635555,11.57094843564622
1403636588.8135555,10.933623661395254
1403636588.8635554,10.253060676655124
1403636588.9135554,9.834998406740134
1403636588.9635556,9.594912991625668
1403636589.0135555,9.553652688848286
1403636589.0635555,9.739095858837445
1403636589.1135554,8.603619216858533
1403636589.1635554,10.040726922281088
1403636589.2135556,10.083062011569242
1403636589.2635555,10.054794628772086
1403636589.3135555,9.929882784358922
1403636589.3635554,9.819562244896293
1403636589.4135554,8.602545709677738
1403636589.4635556,10.268183110433235
1403636589.5135555,10.805088508563829
1403636589.5635555,11.347016623968118
1403636589.6135554,12.003710398353686
1403636589.6635554,12.773351968120831
1403636589.7135556,13.07027589948924
1403636589.7635555,13.92133390622422
1403636589.8135555,14.72877788465432
1403636589.8635554,15.54576579666647
1403636589.9135554,16.6340678520113
1403636589.9635556,17.75995633264592
1403636590.0135555,18.79103000413141
1403636590.0635555,19.70019538304967
1403636590.1135554,20.953479985120964
1403636590.1635554,21.003451112061775
1403636590.2135556,22.160787481478664
1403636590.2635555,22.473955930937027
1403636590.3135555,22.516147878036264
1403636590.3635554,22.59232690104183
1403636590.4135554,22.388582796581534
1403636590.4635556,23.18108377540046
1403636590.5135555,21.56593047430764
1403636590.5635555,22.76448293386965
1403636590.6135554,23.089580555987794
1403636590.6635554,23.080521527661478
1403636590.7135556,22.589746599788544
1403636590.7635555,22.36981553602753
1403636590.8135555,24.122825620508294
1403636590.8635554,21.731691291325728
1403636590.9135554,21.290892235665275
1403636590.9635556,21.176399035518696
1403636591.0135555,20.94368248049295
1403636591.0635555,20.43534392192414
1403636591.1135554,20.350519520451034
1403636591.1635554,22.154034906700026
1403636591.2135556,18.369553774440742
1403636591.2635555,17.510267660823814
1403636591.3135555,16.097105504939513
1403636591.3635554,14.993948421342287
